Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"MS.Internal.TextFormatting.SimpleRun.get_Height()",1,"0,11",0x61B83A4B,0,0,0,0,
"MS.Internal.TextFormatting.TextFormatterImp.RoundDipForDisplayMode(float64,valuetype System.MidpointRounding)",1,"0,11",0x61BE1D64,0,0,0,0,
"MS.Internal.TextFormatting.TextFormatterImp.RoundDipForDisplayMode(float64,valuetype System.MidpointRounding)",1,"0,11",0x61BE1D8B,0,0,0,0,
"MS.Internal.TextFormatting.TextFormatterImp.VerifyTextFormattingArguments(class System.Windows.Media.TextFormatting.TextSource,int32,float64,class System.Windows.Media.TextFormatting.TextParagraphProperties,class System.Windows.Media.TextFormatting.TextRunCache)",1,"0,11",0x61B9BB9A,0,0,0,0,
"MS.Internal.TextFormatting.TextStore.FetchLSRun(int32,valuetype System.Windows.Media.TextFormattingMode,bool,valuetype MS.Internal.TextFormatting.Plsrun&,int32&,int32&)",1,"0,11",0x61BBB74B,0,0,0,0,
"MS.Internal.TextServicesLoader.get_ServicesInstalled()",1,"0,11",0x6A4FA8C1,0,0,0,0,
"MS.Internal.TraceRoutedEvent.get_IsEnabled()",1,"0,11",0x61B98576,0,0,0,0,
"MS.Internal.UIElementHelper.IsVisible(class System.Windows.DependencyObject)",1,"0,11",0x61B9720F,0,0,0,0,
"MS.Internal.WeakReferenceListEnumerator.MoveNext()",1,"0,11",0x6A4EE854,0,0,0,0,
"MS.Internal.Xaml.Context.XamlContextStack`1.get_PreviousFrame()",1,"0,11",0x694CCB40,0,0,0,0,
"MS.Internal.Xaml.Context.XamlContextStack`1.PushScope()",1,"0,11",0x5ED59A93,0,0,0,0,
"MS.Internal.Xaml.Context.XamlFrame.set_Previous(class MS.Internal.Xaml.Context.XamlFrame)",1,"0,11",0x694C98A7,0,0,0,0,
"MS.Utility.ArrayItemList`1.Add(!0)",1,"0,11",0x61B98D6C,0,0,0,0,
"MS.Utility.ArrayItemList`1.Add(!0)",1,"0,11",0x61B99068,0,0,0,0,
"MS.Utility.ArrayItemList`1.Add(!0)",1,"0,11",0x6A4F4044,0,0,0,0,
"MS.Utility.ArrayItemList`1.Clear()",1,"0,11",0x61B99C5B,0,0,0,0,
"MS.Utility.ArrayItemList`1.EntryAt(int32)",1,"0,11",0x61B99708,0,0,0,0,
"MS.Utility.FrugalObjectList`1.get_Item(int32)",1,"0,11",0x6A4F13C8,0,0,0,0,
"MS.Utility.FrugalObjectList`1.get_Item(int32)",1,"0,11",0x6A4F13D5,0,0,0,0,
"MS.Utility.FrugalStructList`1.Add(!0)",1,"0,11",0x61B99057,0,0,0,0,
"MS.Utility.FrugalStructList`1.Add(!0)",1,"0,11",0x6A4F944A,0,0,0,0,
"MS.Utility.FrugalStructList`1.Clear()",1,"0,11",0x61B99B76,0,0,0,0,
"MS.Utility.FrugalStructList`1.get_Item(int32)",1,"0,11",0x5ED74EE3,0,0,0,0,
"MS.Utility.FrugalStructList`1.get_Item(int32)",1,"0,11",0x61B9950D,0,0,0,0,
"MS.Utility.FrugalStructList`1.IndexOf(!0)",1,"0,11",0x6A4F93D4,0,0,0,0,
"MS.Utility.SingleItemList`1.Add(!0)",1,"0,11",0x6A4F1370,0,0,0,0,
"MS.Utility.SixItemList`1.EntryAt(int32)",1,"0,11",0x6A4F3FE1,0,0,0,0,
"MS.Utility.SixItemList`1.EntryAt(int32)",1,"0,11",0x6A4F3FF9,0,0,0,0,
"MS.Utility.ThreeItemList`1.EntryAt(int32)",1,"0,11",0x6A4F3AD1,0,0,0,0,
"MS.Win32.HwndSubclass.DefWndProcWrapper(native int,int32,native int,native int)",1,"0,11",0x6A4EC870,0,0,0,0,
"MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)",1,"0,11",0x6A4EC6AE,0,0,0,0,
"MS.Win32.SafeNativeMethods.QueryPerformanceCounter(int64&)",1,"0,11",0x6A4F5519,0,0,0,0,
"MS.Win32.UnsafeNativeMethods.GetWindowLong(valuetype System.Runtime.InteropServices.HandleRef,int32)",1,"0,11",0x6A4FAD61,0,0,0,0,
"Mufasa.BackEnd.Designer.Construct.SaveAsBio(string)",1,"0,11",0x0BC94302,103,13,103,44,
"Standard.DpiHelper.DeviceRectToLogical(valuetype System.Windows.Rect)",1,"0,11",0x5F7EC15D,0,0,0,0,
"System.Array.BinarySearch(!!0[],int32,int32,!!0,class System.Collections.Generic.IComparer`1<!!0>)",1,"0,11",0x6F85E0B1,0,0,0,0,
"System.Array.BinarySearch(!!0[],int32,int32,!!0,class System.Collections.Generic.IComparer`1<!!0>)",1,"0,11",0x6F85E0F9,0,0,0,0,
"System.Collections.BitArray.Set(int32,bool)",1,"0,11",0x6F845DE1,0,0,0,0,
"System.Collections.Generic.Comparer`1.get_Default()",1,"0,11",0x6F846B41,0,0,0,0,
"System.Collections.Generic.GenericEqualityComparer`1.Equals(!0,!0)",1,"0,11",0x6F858D65,0,0,0,0,
"System.Collections.Generic.List`1.Enumerator.MoveNext()",1,"0,11",0x5F816801,0,0,0,0,
"System.Collections.Generic.List`1.get_Item(int32)",1,"0,11",0x6F7E038D,0,0,0,0,
"System.Collections.Generic.ObjectEqualityComparer`1.Equals(!0,!0)",1,"0,11",0x6F853004,0,0,0,0,
"System.Collections.Generic.Queue`1.Enqueue(!0)",1,"0,11",0x6EC09110,0,0,0,0,
"System.Collections.Hashtable.ContainsKey(object)",1,"0,11",0x6F85875F,0,0,0,0,
"System.Collections.Hashtable.ContainsKey(object)",1,"0,11",0x6F858762,0,0,0,0,
"System.Collections.Hashtable.ContainsKey(object)",1,"0,11",0x6F85877B,0,0,0,0,
"System.Collections.Hashtable.ContainsKey(object)",1,"0,11",0x6F85878F,0,0,0,0,
"System.Collections.Hashtable.ContainsKey(object)",1,"0,11",0x6F8587DF,0,0,0,0,
"System.Collections.Hashtable.get_SyncRoot()",1,"0,11",0x6F8563E1,0,0,0,0,
"System.Collections.Hashtable.GetHash(object)",1,"0,11",0x6F7D145C,0,0,0,0,
"System.Collections.Hashtable.HashtableEnumerator.MoveNext()",1,"0,11",0x6F850BBF,0,0,0,0,
"System.Collections.Stack.Pop()",1,"0,11",0x6F853071,0,0,0,0,
"System.ComponentModel.Composition.Hosting.ExportProvider.GetExportsCore(string)",1,"0,11",0x693E81ED,0,0,0,0,
"System.ComponentModel.Composition.Primitives.ContractBasedImportDefinition.ValidateRequiredMetadata()",1,"0,11",0x69389387,0,0,0,0,
"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePartDefinition.get_ExportDefinitionsInternal()",1,"0,11",0x6938ABFD,0,0,0,0,
"System.Delegate.UnsafeCreateDelegate(class System.RuntimeType,class System.Reflection.RuntimeMethodInfo,object,valuetype System.DelegateBindingFlags)",1,"0,11",0x6F879F81,0,0,0,0,
"System.Double.IsNaN(float64)",1,"0,11",0x6F7DE224,0,0,0,0,
"System.IO.UnmanagedMemoryStream.ReadByte()",1,"0,11",0x6F8439AB,0,0,0,0,
"System.IO.UnmanagedMemoryStream.ReadByte()",1,"0,11",0x6F8439F4,0,0,0,0,
"System.LocalDataStore.GetData(class System.LocalDataStoreSlot)",1,"0,11",0x6F85A6B0,0,0,0,0,
"System.Math.InternalRound(float64,int32,valuetype System.MidpointRounding)",1,"0,11",0x6F7E6003,0,0,0,0,
"System.Math.InternalRound(float64,int32,valuetype System.MidpointRounding)",1,"0,11",0x6F7E6014,0,0,0,0,
"System.Math.InternalRound(float64,int32,valuetype System.MidpointRounding)",1,"0,11",0x6F7E6052,0,0,0,0,
"System.Math.Min(float64,float64)",1,"0,11",0x6F845C2E,0,0,0,0,
"System.MulticastDelegate.CombineImpl(class System.Delegate)",1,"0,11",0x6F8546CC,0,0,0,0,
"System.MulticastDelegate.GetInvocationList()",1,"0,11",0x6F7D9061,0,0,0,0,
"System.Reflection.AssemblyName..ctor(string)",1,"0,11",0x6F843B8E,0,0,0,0,
"System.Reflection.Associates.AssignAssociates(valuetype System.Reflection.MetadataImport,int32,class System.RuntimeType,class System.RuntimeType,class System.Reflection.RuntimeMethodInfo&,class System.Reflection.RuntimeMethodInfo&,class System.Reflection.RuntimeMethodInfo&,class System.Reflection.RuntimeMethodInfo&,class System.Reflection.RuntimeMethodInfo&,class System.Reflection.MethodInfo[]&,bool&,valuetype System.Reflection.BindingFlags&)",1,"0,11",0x6F85D4A6,0,0,0,0,
"System.Reflection.MemberInfo.op_Equality(class System.Reflection.MemberInfo,class System.Reflection.MemberInfo)",1,"0,11",0x6F7DB43E,0,0,0,0,
"System.Reflection.RuntimeAssembly.nLoad(class System.Reflection.AssemblyName,string,class System.Security.Policy.Evidence,class System.Reflection.RuntimeAssembly,valuetype System.Threading.StackCrawlMark&,native int,bool,bool,bool)",1,"0,11",0x6F85B4D3,0,0,0,0,
"System.Reflection.RuntimeMethodInfo.CacheEquals(object)",1,"0,11",0x6F85BB3C,0,0,0,0,
"System.Reflection.RuntimeMethodInfo.IsDefined(class System.Type,bool)",1,"0,11",0x6F86B0F1,0,0,0,0,
"System.Reflection.RuntimePropertyInfo..ctor(int32,class System.RuntimeType,class System.RuntimeType/RuntimeTypeCache,bool&)",1,"0,11",0x6F85D3C5,0,0,0,0,
"System.Reflection.RuntimePropertyInfo.get_Name()",1,"0,11",0x6F7E0954,0,0,0,0,
"System.Reflection.RuntimePropertyInfo.get_Signature()",1,"0,11",0x6F85D974,0,0,0,0,
"System.RuntimeType.get_Assembly()",1,"0,11",0x6F7D6035,0,0,0,0,
"System.RuntimeType.GetHashCode()",1,"0,11",0x6F7D3D25,0,0,0,0,
"System.RuntimeType.ListBuilder`1.Add(!0)",1,"0,11",0x6F7DBA76,0,0,0,0,
"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.GetListByName(char*,int32,uint8*,int32,valuetype System.RuntimeType/MemberListType,valuetype System.RuntimeType/RuntimeTypeCache/CacheType)",1,"0,11",0x6F7DB8C3,0,0,0,0,
"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.MergeWithGlobalList(!0[])",1,"0,11",0x6F7DBE87,0,0,0,0,
"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.PopulateLiteralFields(valuetype System.RuntimeType/RuntimeTypeCache/Filter,class System.RuntimeType,valuetype System.RuntimeType/ListBuilder`1<class System.Reflection.RuntimeFieldInfo>&)",1,"0,11",0x6F83E3E1,0,0,0,0,
"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.PopulateProperties(valuetype System.RuntimeType/RuntimeTypeCache/Filter,class System.RuntimeType,class System.Collections.Generic.Dictionary`2<string,class System.Collections.Generic.List`1<class System.Reflection.RuntimePropertyInfo>>,bool[],valuetype System.RuntimeType/ListBuilder`1<class System.Reflection.RuntimePropertyInfo>&)",1,"0,11",0x6F7D962E,0,0,0,0,
"System.Security.SecurityContext.CurrentlyInDefaultFTSecurityContext(valuetype System.Threading.ExecutionContext/Reader)",1,"0,11",0x6F854328,0,0,0,0,
"System.Security.SecurityRuntime.RevertAssert(valuetype System.Threading.StackCrawlMark&)",1,"0,11",0x6F853CAB,0,0,0,0,
"System.String.CompareOrdinalHelper(string,string)",1,"0,11",0x6F848912,0,0,0,0,
"System.String.GetHashCode()",1,"0,11",0x6F7D5770,0,0,0,0,
"System.String.wstrcpy(char*,char*,int32)",1,"0,11",0x6F7D2538,0,0,0,0,
"System.StubHelpers.StubHelpers.SafeHandleRelease(class System.Runtime.InteropServices.SafeHandle)",1,"0,11",0x6F7D11B1,0,0,0,0,
"System.Threading.ExecutionContext.Capture(valuetype System.Threading.StackCrawlMark&,valuetype System.Threading.ExecutionContext/CaptureOptions)",1,"0,11",0x6F8537DD,0,0,0,0,
"System.Threading.ExecutionContext.Capture(valuetype System.Threading.StackCrawlMark&,valuetype System.Threading.ExecutionContext/CaptureOptions)",1,"0,11",0x6F853906,0,0,0,0,
"System.Threading.LazyInitializer.EnsureInitializedCore(!!0&,class System.Func`1<!!0>)",1,"0,11",0x6F860773,0,0,0,0,
"System.Threading.SynchronizationContext.get_Current()",1,"0,11",0x6F857C20,0,0,0,0,
"System.Threading.SynchronizationContext.get_Current()",1,"0,11",0x6F857C32,0,0,0,0,
"System.Threading.SynchronizationContext.SetWaitNotificationRequired()",1,"0,11",0x6F860A5B,0,0,0,0,
"System.Threading.Tasks.TaskCompletionSource`1..ctor(object,valuetype System.Threading.Tasks.TaskCreationOptions)",1,"0,11",0x6F860BA6,0,0,0,0,
"System.Threading.Tasks.TaskCompletionSource`1.SetCanceled()",1,"0,11",0x6F861EE1,0,0,0,0,
"System.TimeSpan.op_Addition(valuetype System.TimeSpan,valuetype System.TimeSpan)",1,"0,11",0x6F847EB2,0,0,0,0,
"System.Windows.Baml2006.SharedStream.Sync()",1,"0,11",0x5ED691BC,0,0,0,0,
"System.Windows.ClassHandlersStore.GetHandlersIndex(class System.Windows.RoutedEvent)",1,"0,11",0x61B8AA27,0,0,0,0,
"System.Windows.ClassHandlersStore.GetHandlersIndex(class System.Windows.RoutedEvent)",1,"0,11",0x61B8AA33,0,0,0,0,
"System.Windows.Controls.Grid.get_VisualChildrenCount()",1,"0,11",0x5ED8D3F0,0,0,0,0,
"System.Windows.Controls.PopupControlService.set_LastMouseDirectlyOver(class System.Windows.IInputElement)",1,"0,11",0x5F9D1687,0,0,0,0,
"System.Windows.Controls.ScrollContentPresenter.ArrangeOverride(valuetype System.Windows.Size)",1,"0,11",0x5ED9FC1D,0,0,0,0,
"System.Windows.Controls.ScrollContentPresenter.GetVisualChild(int32)",1,"0,11",0x5ED9C551,0,0,0,0,
"System.Windows.Controls.TextBlock.OnRender(class System.Windows.Media.DrawingContext)",1,"0,11",0x5ED866B7,0,0,0,0,
"System.Windows.Controls.TextBoxLine.HandleText(valuetype System.Windows.Documents.StaticTextPointer)",1,"0,11",0x5F644D4F,0,0,0,0,
"System.Windows.DependencyObject.CheckEntryIndex(valuetype System.Windows.EntryIndex,int32)",1,"0,11",0x6A4F4E54,0,0,0,0,
"System.Windows.DependencyObject.get_DependencyObjectType()",1,"0,11",0x6A4F17E4,0,0,0,0,
"System.Windows.DependencyObject.get_DependencyObjectType()",1,"0,11",0x6A4F17F9,0,0,0,0,
"System.Windows.DependencyObject.get_InheritanceParent()",1,"0,11",0x6A4F4DB6,0,0,0,0,
"System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F5629,0,0,0,0,
"System.Windows.DependencyObject.GetEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F5680,0,0,0,0,
"System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",1,"0,11",0x6A4F5270,0,0,0,0,
"System.Windows.DependencyObject.GetValue(class System.Windows.DependencyProperty)",1,"0,11",0x6A4F5275,0,0,0,0,
"System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F1ED1,0,0,0,0,
"System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F1EEE,0,0,0,0,
"System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F1F15,0,0,0,0,
"System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F1F26,0,0,0,0,
"System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F1FE4,0,0,0,0,
"System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F2048,0,0,0,0,
"System.Windows.DependencyObject.GetValueEntry(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F2117,0,0,0,0,
"System.Windows.DependencyObject.InvalidateSubProperty(class System.Windows.DependencyProperty)",1,"0,11",0x6A4FB63A,0,0,0,0,
"System.Windows.DependencyObject.LookupEntry(int32)",1,"0,11",0x6A4F1DB1,0,0,0,0,
"System.Windows.DependencyObject.LookupEntry(int32)",1,"0,11",0x6A4F1DBD,0,0,0,0,
"System.Windows.DependencyObject.LookupEntry(int32)",1,"0,11",0x6A4F1DCC,0,0,0,0,
"System.Windows.DependencyObject.LookupEntry(int32)",1,"0,11",0x6A4F1DD8,0,0,0,0,
"System.Windows.DependencyObject.LookupEntry(int32)",1,"0,11",0x6A4F1DE7,0,0,0,0,
"System.Windows.DependencyObject.LookupEntry(int32)",1,"0,11",0x6A4F1E00,0,0,0,0,
"System.Windows.DependencyObject.LookupEntry(int32)",1,"0,11",0x6A4F1E21,0,0,0,0,
"System.Windows.DependencyObject.UpdateEffectiveValue(valuetype System.Windows.EntryIndex,class System.Windows.DependencyProperty,class System.Windows.PropertyMetadata,valuetype System.Windows.EffectiveValueEntry,valuetype System.Windows.EffectiveValueEntry&,bool,bool,valuetype System.Windows.OperationType)",1,"0,11",0x6A4F22AB,0,0,0,0,
"System.Windows.DependencyObjectType.IsInstanceOfType(class System.Windows.DependencyObject)",1,"0,11",0x6A4F52ED,0,0,0,0,
"System.Windows.DependencyObjectType.IsInstanceOfType(class System.Windows.DependencyObject)",1,"0,11",0x6A4F52F9,0,0,0,0,
"System.Windows.DependencyProperty.get_IsStringType()",1,"0,11",0x6A4F4EBD,0,0,0,0,
"System.Windows.DependencyProperty.GetMetadata(class System.Windows.DependencyObjectType)",1,"0,11",0x6A4F0558,0,0,0,0,
"System.Windows.DependencyProperty.GetMetadata(class System.Windows.DependencyObjectType)",1,"0,11",0x6A4F055B,0,0,0,0,
"System.Windows.DependencyProperty.GetMetadata(class System.Windows.DependencyObjectType)",1,"0,11",0x6A4F058E,0,0,0,0,
"System.Windows.DependencyProperty.GetMetadata(class System.Windows.DependencyObjectType)",1,"0,11",0x6A4F05DE,0,0,0,0,
"System.Windows.DescendentsWalker`1._VisitNode(class System.Windows.DependencyObject,bool)",1,"0,11",0x5EDAA90D,0,0,0,0,
"System.Windows.EffectiveValueEntry.GetFlattenedEntry(valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F2A54,0,0,0,0,
"System.Windows.EffectiveValueEntry.GetFlattenedEntry(valuetype System.Windows.RequestFlags)",1,"0,11",0x6A4F2A7A,0,0,0,0,
"System.Windows.EventRoute.Add(object,class System.Delegate,bool)",1,"0,11",0x61B98BB7,0,0,0,0,
"System.Windows.EventRoute.Add(object,class System.Delegate,bool)",1,"0,11",0x61B98BFB,0,0,0,0,
"System.Windows.EventRoute.Add(object,class System.Delegate,bool)",1,"0,11",0x61B98C00,0,0,0,0,
"System.Windows.EventRoute.AddSource(object)",1,"0,11",0x61B98F1C,0,0,0,0,
"System.Windows.EventRoute.GetBubbleSource(int32,int32&)",1,"0,11",0x61B99E04,0,0,0,0,
"System.Windows.EventRoute.GetBubbleSource(int32,int32&)",1,"0,11",0x61B99E16,0,0,0,0,
"System.Windows.EventRoute.PeekBranchNode()",1,"0,11",0x61B98860,0,0,0,0,
"System.Windows.EventRoute.PeekBranchNode()",1,"0,11",0x61B9886A,0,0,0,0,
"System.Windows.EventRoute.PeekBranchSource()",1,"0,11",0x61B99184,0,0,0,0,
"System.Windows.EventRoute.PopBranchNode()",1,"0,11",0x61B9927E,0,0,0,0,
"System.Windows.EventRoute.PushBranchNode(object,object)",1,"0,11",0x61B9898C,0,0,0,0,
"System.Windows.EventRouteFactory.Push(class System.Windows.EventRoute)",1,"0,11",0x61B99C80,0,0,0,0,
"System.Windows.EventRouteFactory.Push(class System.Windows.EventRoute)",1,"0,11",0x61B99CB0,0,0,0,0,
