Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"System.Windows.FrameworkElement.AddStyleHandlersToEventRoute(class System.Windows.EventRoute,class System.Windows.DependencyObject,valuetype System.Windows.RoutedEventHandlerInfo[])",1,"0,11",0x5ED93226,0,0,0,0,
"System.Windows.FrameworkElement.AddStyleHandlersToEventRoute(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,"0,11",0x5ED93116,0,0,0,0,
"System.Windows.FrameworkElement.AddStyleHandlersToEventRoute(class System.Windows.FrameworkElement,class System.Windows.FrameworkContentElement,class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,"0,11",0x5ED9312A,0,0,0,0,
"System.Windows.FrameworkElement.AdjustEventSource(class System.Windows.RoutedEventArgs)",1,"0,11",0x5ED92EF3,0,0,0,0,
"System.Windows.FrameworkElement.ApplyTemplate()",1,"0,11",0x5ED8B8D2,0,0,0,0,
"System.Windows.FrameworkElement.BuildRouteCoreHelper(class System.Windows.EventRoute,class System.Windows.RoutedEventArgs,bool)",1,"0,11",0x5ED92FC5,0,0,0,0,
"System.Windows.FrameworkElement.FindTemplateResourceInTree(class System.Windows.DependencyObject,class System.Collections.ArrayList,int32,int32&)",1,"0,11",0x5ED4CFED,0,0,0,0,
"System.Windows.FrameworkElement.get_TemplateChildIndex()",1,"0,11",0x5ED5F8F3,0,0,0,0,
"System.Windows.FrameworkElement.get_VisualChildrenCount()",1,"0,11",0x5ED64500,0,0,0,0,
"System.Windows.FrameworkElement.GetFrameworkParent(class System.Windows.FrameworkElement,class System.Windows.FrameworkElement&,class System.Windows.FrameworkContentElement&)",1,"0,11",0x5ED5F9A0,0,0,0,0,
"System.Windows.FrameworkElement.OnPropertyChanged(valuetype System.Windows.DependencyPropertyChangedEventArgs)",1,"0,11",0x5ED5BBDB,0,0,0,0,
"System.Windows.FrameworkElement.UpdateStyleProperty()",1,"0,11",0x5ED5E023,0,0,0,0,
"System.Windows.Freezable.get_SingletonContext()",1,"0,11",0x6A4F99F6,0,0,0,0,
"System.Windows.Freezable.GetChangeHandlersAndInvalidateSubProperties(class System.Windows.Freezable/EventStorage&)",1,"0,11",0x6A4F37FB,0,0,0,0,
"System.Windows.Freezable.GetChangeHandlersAndInvalidateSubProperties(class System.Windows.Freezable/EventStorage&)",1,"0,11",0x6A4F3876,0,0,0,0,
"System.Windows.Freezable.GetChangeHandlersAndInvalidateSubProperties(class System.Windows.Freezable/EventStorage&)",1,"0,11",0x6A4F38C1,0,0,0,0,
"System.Windows.Freezable.GetChangeHandlersAndInvalidateSubProperties(class System.Windows.Freezable/EventStorage&)",1,"0,11",0x6A4F3903,0,0,0,0,
"System.Windows.Freezable.ReadPreamble()",1,"0,11",0x6A4F7C03,0,0,0,0,
"System.Windows.GlobalEventManager.GetDTypedClassListeners(class System.Windows.DependencyObjectType,class System.Windows.RoutedEvent,class System.Windows.ClassHandlersStore&,int32&)",1,"0,11",0x61B8A417,0,0,0,0,
"System.Windows.GlobalEventManager.GetDTypedClassListeners(class System.Windows.DependencyObjectType,class System.Windows.RoutedEvent,class System.Windows.ClassHandlersStore&,int32&)",1,"0,11",0x61B8A430,0,0,0,0,
"System.Windows.GlobalEventManager.GetDTypedClassListeners(class System.Windows.DependencyObjectType,class System.Windows.RoutedEvent,class System.Windows.ClassHandlersStore&,int32&)",1,"0,11",0x61B8A43A,0,0,0,0,
"System.Windows.Input.InputElement.GetRootVisual(class System.Windows.DependencyObject,bool)",1,"0,11",0x61B8DFFE,0,0,0,0,
"System.Windows.Input.InputElement.IsValid(class System.Windows.IInputElement)",1,"0,11",0x61BE547D,0,0,0,0,
"System.Windows.Input.InputManager.RaiseProcessInputEventHandlers(class System.Windows.Input.ProcessInputEventHandler,class System.Windows.Input.ProcessInputEventArgs)",1,"0,11",0x61BAA15A,0,0,0,0,
"System.Windows.Input.KeyboardNavigation.ExtractRawUIStateInputReport(class System.Windows.Input.InputEventArgs,class System.Windows.RoutedEvent)",1,"0,11",0x5EDA16A1,0,0,0,0,
"System.Windows.Input.MouseDevice.PreNotifyInput(object,class System.Windows.Input.NotifyInputEventArgs)",1,"0,11",0x61BA9726,0,0,0,0,
"System.Windows.Input.MouseDevice.PreProcessInput(object,class System.Windows.Input.PreProcessInputEventArgs)",1,"0,11",0x61BA90C7,0,0,0,0,
"System.Windows.Input.RoutedCommand.CriticalCanExecute(object,class System.Windows.IInputElement,bool,bool&)",1,"0,11",0x61B97DBE,0,0,0,0,
"System.Windows.Input.StylusLogic.PreProcessInput(object,class System.Windows.Input.PreProcessInputEventArgs)",1,"0,11",0x61BA8ED3,0,0,0,0,
"System.Windows.Input.TextServicesManager.PostProcessInput(object,class System.Windows.Input.ProcessInputEventArgs)",1,"0,11",0x61BAB2AC,0,0,0,0,
"System.Windows.Interop.HwndSource.HwndTargetFilterMessage(native int,int32,native int,native int,bool&)",1,"0,11",0x61B93B7B,0,0,0,0,
"System.Windows.Interop.HwndSource.LayoutFilterMessage(native int,int32,native int,native int,bool&)",1,"0,11",0x61B93A22,0,0,0,0,
"System.Windows.Interop.HwndSource.WeakEventPreprocessMessage.OnPreprocessMessage(valuetype System.Windows.Interop.MSG&,bool&)",1,"0,11",0x61B9556F,0,0,0,0,
"System.Windows.Interop.HwndTarget.HandleMessage(valuetype MS.Internal.Interop.WindowMessage,native int,native int)",1,"0,11",0x61B94FF5,0,0,0,0,
"System.Windows.LogicalTreeHelper.GetParent(class System.Windows.DependencyObject)",1,"0,11",0x5ED6623A,0,0,0,0,
"System.Windows.Media.Animation.AnimationStorage.OnCurrentTimeInvalidated(object,class System.EventArgs)",1,"0,11",0x61BD7968,0,0,0,0,
"System.Windows.Media.Animation.Clock.ComputeCurrentState(valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.TimeSpan&,float64,bool)",1,"0,11",0x61BD5387,0,0,0,0,
"System.Windows.Media.Animation.Clock.ComputeEvents(valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,"0,11",0x61BD5BFB,0,0,0,0,
"System.Windows.Media.Animation.Clock.ComputeNextTickNeededTime(valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.TimeSpan,float64)",1,"0,11",0x61BD6692,0,0,0,0,
"System.Windows.Media.Animation.Clock.ComputeNextTickNeededTime(valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.TimeSpan,float64)",1,"0,11",0x61BD674E,0,0,0,0,
"System.Windows.Media.Animation.ClockGroup.ComputeTreeStateRoot()",1,"0,11",0x61B8F915,0,0,0,0,
"System.Windows.Media.Animation.DoubleAnimationUsingKeyFrames.GetCurrentValueCore(float64,float64,class System.Windows.Media.Animation.AnimationClock)",1,"0,11",0x61BE3B34,0,0,0,0,
"System.Windows.Media.Animation.DoubleAnimationUsingKeyFrames.GetCurrentValueCore(float64,float64,class System.Windows.Media.Animation.AnimationClock)",1,"0,11",0x61BE3B7A,0,0,0,0,
"System.Windows.Media.Animation.DoubleIndependentAnimationStorage.UpdateResourceCore(class System.Windows.Media.Composition.DUCE/Channel)",1,"0,11",0x620C1FA3,0,0,0,0,
"System.Windows.Media.Animation.PrefixSubtreeEnumerator.MoveNext()",1,"0,11",0x61BD6D42,0,0,0,0,
"System.Windows.Media.Animation.Storyboard.GetComplexPathClone(class System.Windows.DependencyObject,class System.Windows.DependencyProperty)",1,"0,11",0x5ED67235,0,0,0,0,
"System.Windows.Media.Animation.Storyboard.GetComplexPathClone(class System.Windows.DependencyObject,class System.Windows.DependencyProperty)",1,"0,11",0x5ED6723B,0,0,0,0,
"System.Windows.Media.Animation.TimeIntervalCollection.IntersectsHelper(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,"0,11",0x61BD7452,0,0,0,0,
"System.Windows.Media.Animation.TimeIntervalCollection.IntersectsInverseOf(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,"0,11",0x61BD7821,0,0,0,0,
"System.Windows.Media.Animation.TimeIntervalCollection.IntersectsMultiplePeriods(valuetype System.TimeSpan,valuetype System.Windows.Duration,float64)",1,"0,11",0x61BD846A,0,0,0,0,
"System.Windows.Media.Animation.TimeIntervalCollection.ProjectionNormalize(valuetype System.Windows.Media.Animation.TimeIntervalCollection&,valuetype System.TimeSpan,valuetype System.Nullable`1<valuetype System.TimeSpan>,bool,float64)",1,"0,11",0x61BD3B3C,0,0,0,0,
"System.Windows.Media.BoundsDrawingContextWalker.DrawRoundedRectangle(class System.Windows.Media.Brush,class System.Windows.Media.Pen,valuetype System.Windows.Rect,float64,float64)",1,"0,11",0x61BAF840,0,0,0,0,
"System.Windows.Media.Composition.VisualProxy.SetFlags(int32,bool,valuetype System.Windows.Media.VisualProxyFlags)",1,"0,11",0x61BB0700,0,0,0,0,
"System.Windows.Media.GlyphRun.ComputeInkBoundingBoxLtoR(valuetype MS.Internal.Text.TextInterface.GlyphMetrics[])",1,"0,11",0x61BA67EE,0,0,0,0,
"System.Windows.Media.Matrix.get_Determinant()",1,"0,11",0x6A4E9090,0,0,0,0,
"System.Windows.Media.Matrix.get_Identity()",1,"0,11",0x6A4F1712,0,0,0,0,
"System.Windows.Media.Matrix.get_Identity()",1,"0,11",0x6A4F1715,0,0,0,0,
"System.Windows.Media.Matrix.Invert()",1,"0,11",0x6A4E90EC,0,0,0,0,
"System.Windows.Media.Matrix.op_Multiply(valuetype System.Windows.Media.Matrix,valuetype System.Windows.Media.Matrix)",1,"0,11",0x6A4FEB8A,0,0,0,0,
"System.Windows.Media.Matrix.Skew(float64,float64)",1,"0,11",0x6A50608E,0,0,0,0,
"System.Windows.Media.MediaContext.CommitChannel()",1,"0,11",0x61BB37F1,0,0,0,0,
"System.Windows.Media.MediaContext.CountsToTicks(int64)",1,"0,11",0x61B8E842,0,0,0,0,
"System.Windows.Media.MediaContext.get_HasCommittedThisVBlankInterval()",1,"0,11",0x61BB3749,0,0,0,0,
"System.Windows.Media.MediaContext.NotifyPresented(valuetype System.Windows.Media.Composition.MIL_PRESENTATION_RESULTS,int64,int32)",1,"0,11",0x61BD8751,0,0,0,0,
"System.Windows.Media.MediaContext.System.Windows.Media.Animation.IClock.get_CurrentTime()",1,"0,11",0x61B8F437,0,0,0,0,
"System.Windows.Media.RectangleGeometry.get_RadiusX()",1,"0,11",0x61BB3031,0,0,0,0,
"System.Windows.Media.TextFormatting.CharacterBufferRange.get_Item(int32)",1,"0,11",0x61BA0253,0,0,0,0,
"System.Windows.Media.TranslateTransform.get_Value()",1,"0,11",0x61BBFD65,0,0,0,0,
"System.Windows.Media.Typeface.CheckFastPathNominalGlyphs(valuetype System.Windows.Media.TextFormatting.CharacterBufferRange,float64,float64,float64,bool,bool,class System.Globalization.CultureInfo,valuetype System.Windows.Media.TextFormattingMode,bool,bool,int32&)",1,"0,11",0x61B9D6C2,0,0,0,0,
"System.Windows.Media.Typeface.GetCharacterNominalWidthsAndIdealWidth(valuetype System.Windows.Media.TextFormatting.CharacterBufferRange,float64,float64,valuetype System.Windows.Media.TextFormattingMode,bool,int32[]&,int32&)",1,"0,11",0x61B838E0,0,0,0,0,
"System.Windows.Media.Visual.ChangeVisualClip(class System.Windows.Media.Geometry,bool)",1,"0,11",0x61BA40FD,0,0,0,0,
"System.Windows.Media.Visual.HitTestPoint(class System.Windows.Media.HitTestFilterCallback,class System.Windows.Media.HitTestResultCallback,class System.Windows.Media.PointHitTestParameters)",1,"0,11",0x61BE8E24,0,0,0,0,
"System.Windows.Media.Visual.PrecomputeContent()",1,"0,11",0x61BAEEB0,0,0,0,0,
"System.Windows.Media.Visual.PropagateFlags(class System.Windows.Media.Visual,valuetype System.Windows.Media.VisualFlags,valuetype System.Windows.Media.VisualProxyFlags)",1,"0,11",0x61B8D9C8,0,0,0,0,
"System.Windows.Media.Visual.set_VisualClearTypeHint(valuetype System.Windows.Media.ClearTypeHint)",1,"0,11",0x61B96F6A,0,0,0,0,
"System.Windows.Media.Visual.TrySimpleTransformToAncestor(class System.Windows.Media.Visual,bool,class System.Windows.Media.GeneralTransform&,valuetype System.Windows.Media.Matrix&)",1,"0,11",0x61B83BCB,0,0,0,0,
"System.Windows.Media.VisualTreeHelper.GetParent(class System.Windows.DependencyObject)",1,"0,11",0x61B8DE8E,0,0,0,0,
"System.Windows.Point.op_Subtraction(valuetype System.Windows.Point,valuetype System.Windows.Vector)",1,"0,11",0x6A4E9239,0,0,0,0,
"System.Windows.PropertyMetadata.get_IsInherited()",1,"0,11",0x6A4F3E3A,0,0,0,0,
"System.Windows.Rect.get_Size()",1,"0,11",0x6A4FE985,0,0,0,0,
"System.Windows.Rect.IntersectsWith(valuetype System.Windows.Rect)",1,"0,11",0x6A4FF6AF,0,0,0,0,
"System.Windows.Rect.Union(valuetype System.Windows.Rect)",1,"0,11",0x6A4FF2D7,0,0,0,0,
"System.Windows.Rect.Union(valuetype System.Windows.Rect)",1,"0,11",0x6A4FF32E,0,0,0,0,
"System.Windows.Rect.Union(valuetype System.Windows.Rect)",1,"0,11",0x6A4FF373,0,0,0,0,
"System.Windows.RoutedEventArgs.set_Source(object)",1,"0,11",0x61B98591,0,0,0,0,
"System.Windows.RoutedEventArgs.set_Source(object)",1,"0,11",0x61B985B8,0,0,0,0,
"System.Windows.RoutedEventHandlerInfo.InvokeHandler(object,class System.Windows.RoutedEventArgs)",1,"0,11",0x61B99776,0,0,0,0,
"System.Windows.Shell.WindowChromeWorker._HandleNCActivate(valuetype Standard.WM,native int,native int,bool&)",1,"0,11",0x5F8105FB,0,0,0,0,
"System.Windows.Shell.WindowChromeWorker._HandleNCHitTest(valuetype Standard.WM,native int,native int,bool&)",1,"0,11",0x5F810236,0,0,0,0,
"System.Windows.Shell.WindowChromeWorker._HitTestNca(valuetype System.Windows.Rect,valuetype System.Windows.Point)",1,"0,11",0x5F812C8C,0,0,0,0,
"System.Windows.Shell.WindowChromeWorker._WndProc(native int,int32,native int,native int,bool&)",1,"0,11",0x5F81068B,0,0,0,0,
"System.Windows.Shell.WindowChromeWorker._WndProc(native int,int32,native int,native int,bool&)",1,"0,11",0x5F8106E1,0,0,0,0,
"System.Windows.StyleHelper.GetValueFromStyleOrTemplate(valuetype MS.Internal.FrameworkObject,class System.Windows.DependencyProperty,valuetype System.Windows.EffectiveValueEntry&)",1,"0,11",0x5ED793B3,0,0,0,0,
"System.Windows.StyleHelper.OnTriggerSourcePropertyInvalidated(class System.Windows.Style,class System.Windows.FrameworkTemplate,class System.Windows.DependencyObject,class System.Windows.DependencyProperty,valuetype System.Windows.DependencyPropertyChangedEventArgs,bool,valuetype MS.Utility.FrugalStructList`1<valuetype MS.Utility.ItemStructMap`1<valuetype System.Windows.TriggerSourceRecord>>&,valuetype MS.Utility.FrugalMap&,int32)",1,"0,11",0x5ED7BAE5,0,0,0,0,
"System.Windows.TemplateContent.TrySharingProperty(class System.Xaml.XamlReader,class System.Xaml.XamlType,string,class MS.Utility.FrugalObjectList`1<class System.Xaml.NamespaceDeclaration>,valuetype System.Nullable`1<valuetype System.Windows.PropertyValue>&)",1,"0,11",0x5ED7EE45,0,0,0,0,
"System.Windows.Threading.Dispatcher.CriticalRequestProcessing(bool)",1,"0,11",0x6A4EADB7,0,0,0,0,
"System.Windows.Threading.Dispatcher.FromThread(class System.Threading.Thread)",1,"0,11",0x6A4EA5A1,0,0,0,0,
"System.Windows.Threading.Dispatcher.get_CurrentDispatcher()",1,"0,11",0x6A4EA4D1,0,0,0,0,
"System.Windows.Threading.Dispatcher.get_CurrentDispatcher()",1,"0,11",0x6A4EA4E9,0,0,0,0,
"System.Windows.Threading.Dispatcher.GetMessage(valuetype System.Windows.Interop.MSG&,native int,int32,int32)",1,"0,11",0x6A4EB273,0,0,0,0,
"System.Windows.Threading.Dispatcher.GetMessagePump()",1,"0,11",0x6A4EB36C,0,0,0,0,
"System.Windows.Threading.Dispatcher.LegacyBeginInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,class System.Delegate,object,int32)",1,"0,11",0x6A4EA7AD,0,0,0,0,
"System.Windows.Threading.Dispatcher.VerifyAccess()",1,"0,11",0x6A4EA6F0,0,0,0,0,
"System.Windows.Threading.Dispatcher.VerifyAccess()",1,"0,11",0x6A4EA6FC,0,0,0,0,
"System.Windows.Threading.Dispatcher.WndProcHook(native int,int32,native int,native int,bool&)",1,"0,11",0x6A4EB4D5,0,0,0,0,
"System.Windows.Threading.DispatcherOperationTaskSource`1.Initialize(class System.Windows.Threading.DispatcherOperation)",1,"0,11",0x6A4ECF02,0,0,0,0,
"System.Windows.Threading.DispatcherTimer.Stop()",1,"0,11",0x6A4EF5F2,0,0,0,0,
"System.Windows.Threading.PriorityQueue`1.get_MaxPriority()",1,"0,11",0x6A4ED240,0,0,0,0,
"System.Windows.Threading.PriorityQueue`1.get_MaxPriority()",1,"0,11",0x6A4ED241,0,0,0,0,
"System.Windows.Threading.PriorityQueue`1.InsertItemInPriorityChain(class System.Windows.Threading.PriorityItem`1<!0>,class System.Windows.Threading.PriorityChain`1<!0>,class System.Windows.Threading.PriorityItem`1<!0>)",1,"0,11",0x6A4ED1E2,0,0,0,0,
"System.Windows.Threading.PriorityRange.Contains(valuetype System.Windows.Threading.DispatcherPriority)",1,"0,11",0x6A4EB889,0,0,0,0,
"System.Windows.TreeChangeInfo.GetRootInheritableValue(class System.Windows.DependencyProperty)",1,"0,11",0x5ED5FE8B,0,0,0,0,
"System.Windows.UIElement.AddSynchronizedInputPostOpportunityHandler(class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,"0,11",0x61B98E4A,0,0,0,0,
"System.Windows.UIElement.AddToEventRoute(class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,"0,11",0x61B98A34,0,0,0,0,
"System.Windows.UIElement.BuildRouteHelper(class System.Windows.DependencyObject,class System.Windows.EventRoute,class System.Windows.RoutedEventArgs)",1,"0,11",0x61B986D4,0,0,0,0,
"System.Windows.UIElement.get_IsHitTestVisible()",1,"0,11",0x61B83B95,0,0,0,0,
"System.Windows.UIElement.InputHitTest(valuetype System.Windows.Point,class System.Windows.IInputElement&,class System.Windows.IInputElement&,class System.Windows.Media.HitTestResult&)",1,"0,11",0x61BE86EA,0,0,0,0,
"System.Windows.UIElement.OnPreviewMouseMoveThunk(object,class System.Windows.Input.MouseEventArgs)",1,"0,11",0x61BE88CD,0,0,0,0,
"System.Windows.UIElement.OnPreviewMouseMoveThunk(object,class System.Windows.Input.MouseEventArgs)",1,"0,11",0x61BE8915,0,0,0,0,
"System.Windows.UIElement.OnQueryCursorThunk(object,class System.Windows.Input.QueryCursorEventArgs)",1,"0,11",0x61BE8A66,0,0,0,0,
"System.Windows.UIElement.RaiseEvent(class System.Windows.RoutedEventArgs)",1,"0,11",0x61BA7A69,0,0,0,0,
"System.Windows.UIElement.RaiseTrustedEvent(class System.Windows.RoutedEventArgs)",1,"0,11",0x61BABBC1,0,0,0,0,
"System.Windows.UncommonField`1.GetValue(class System.Windows.DependencyObject)",1,"0,11",0x6A4F367E,0,0,0,0,
"System.Windows.UncommonField`1.GetValue(class System.Windows.DependencyObject)",1,"0,11",0x6A4FFE18,0,0,0,0,
"System.Windows.Window.ShowHelper(object)",1,"0,11",0x5ED4FA4B,0,0,0,0,
"System.Windows.Window.WindowFilterMessage(native int,int32,native int,native int,bool&)",1,"0,11",0x5ED89181,0,0,0,0,
"System.Xaml.XamlObjectWriter.WriteEndMember()",1,"0,11",0x694CCA15,0,0,0,0,
"System.Xaml.XamlObjectWriter.WriteValue(object)",1,"0,11",0x694CC5B6,0,0,0,0,
